item_id,title,tags,genres,specs,developer,publisher,release_year,sentiment
i_28912,Solenars Edge Rebirth: SqueakyWafflez Soundtrack,RPG,RPG,Single-player|Downloadable Content|Steam Achievements|Steam Cloud,"Syu-Syu,SqueakyWafflez",Team Syukino,2017,
i_28913,Hyperun Deluxe DLC,Action|Indie|Racing|Sports,Action|Indie|Racing|Sports,Single-player|Downloadable Content|Partial Controller Support,Concrete Games,,2017,2 user reviews
i_28914,Hyper Knights - Minion Football,Action|Adventure|Indie,Action|Adventure|Indie,Single-player|Multi-player|Online Multi-Player|Co-op|Online Co-op|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Stats|Steam Leaderboards,Endless Loop Studios,,2017,
i_28915,Hippo Sports,Casual|Sports,Casual|Sports,Single-player,Crenetic GmbH Studios,Tivola Publishing GmbH,2017,
i_28916,Guppy,Indie|Casual|Simulation|Underwater|Atmospheric|Relaxing,Casual|Indie|Simulation,Single-player|Local Co-op|Shared/Split Screen|Full controller support,ninjadodogames,ninjadodogames,2013,3 user reviews
i_28917,Solenars Edge Rebirth: Nathuz Soundtrack,RPG,RPG,Single-player|Downloadable Content|Steam Achievements|Steam Cloud,"Syu-Syu,Nathuz",Team Syukino,2017,
i_28918,A Writer And His Daughter,Adventure|Indie|VR,,Single-player|HTC Vive|Tracked Motion Controllers|Room-Scale,,,-1,4 user reviews
i_28919,Mighty Party: Academy of Enchantress Pack,Strategy|Action|Free to Play|RPG|Massively Multiplayer|Adventure,Action|Adventure|Free to Play|Massively Multiplayer|RPG|Strategy,Single-player|Multi-player|MMO|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Steam Trading Cards|In-App Purchases,Panoramik Inc,Panoramik Inc,2017,
i_28920,WackIt,Action|Indie|Casual|VR,,Single-player|HTC Vive|Tracked Motion Controllers|Room-Scale,,,-1,4 user reviews
i_28921,Tooth and Claw,Early Access|Action|Casual|VR|Multiplayer|Team-Based|Competitive|PvP,,Single-player|Online Multi-Player|Steam Achievements|Stats|HTC Vive|Tracked Motion Controllers|Standing|Room-Scale,,,-1,
i_28922,Through Blocks,Early Access|Adventure|Indie,Adventure|Indie|Early Access,Single-player,Kirill Kupryakhin,Kirill Kupryakhin,2017,
i_28923,Screamer 2,Sports|Simulation|Racing,Racing|Simulation|Sports,Single-player|Multi-player,Graffiti,Interplay,1996,1 user reviews
i_28924,Deep Sky Derelicts,Early Access|RPG|Strategy|Indie|Tactical|Comic Book|Dungeon Crawler|Sci-fi|Space|Dark Fantasy|Atmospheric|Rogue-lite|Great Soundtrack|Rogue-like|Team-Based|Card Game,Indie|RPG|Strategy|Early Access,Single-player|Steam Cloud,Snowhound Games,1C Company,2017,Very Positive
i_28925,Legends Of Iona Original sound tracks v1,RPG|Casual,Casual|RPG,Downloadable Content,Studio Desgraff,,2017,
i_28926,Artania,Adventure|Indie|Atmospheric|Post-apocalyptic|Dark|First-Person,Adventure|Indie,Single-player|Steam Achievements|Captions available,SmartHart Games,SmartHart Games,2017,Mixed
i_28927,KILL THE EMOJI 😱,Casual|Action|Indie|Memes|First-Person|Survival|Physics|Arcade|Comedy|Singleplayer|Colorful|Replay Value|Minimalist|Difficult|Simulation|Adventure|Illuminati|Violent|Cartoon|Funny,Action|Adventure|Casual|Indie|Simulation,Single-player|Steam Achievements,DRUNKEN APES,DRUNKEN APES,2017,Very Positive
i_28928,Tooth and Tail - Official Soundtrack,Strategy|Action|Indie|Casual,Action|Casual|Indie|Strategy,Single-player|Multi-player|Online Multi-Player|Local Multi-Player|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Leaderboards,Pocketwatch Games,,2017,8 user reviews
i_28929,Watch Me Jump,Indie|Adventure|Sports,Adventure|Indie|Sports,Single-player,Jeremy Gable,Jeremy Gable,2018,
i_28930,PAPERVILLE PANIC!,Early Access|Action|Indie|Adventure|VR,,Single-player|Steam Achievements|HTC Vive|Tracked Motion Controllers|Standing|Room-Scale,,,-1,2 user reviews
i_28931,Fantasy Grounds - Shaintar: Legends Unleashed (Savage Worlds),Strategy|RPG|Indie|Software|Utilities|Turn-Based|Story Rich|Party-Based RPG|Online Co-Op|Sandbox,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2017,
i_28932,Puzzle Dating,Indie|Casual|Simulation|Match 3|Puzzle|Relaxing|Minimalist|Dating Sim|2D|Singleplayer|Great Soundtrack|Mouse only|Touch-Friendly,Casual|Indie|Simulation,Single-player|Steam Achievements|Steam Cloud|Steam Leaderboards,M. Hanka,Liu Lidan,2017,Mixed
i_28933,Fantasy Grounds - Demon Cults & Secret Societies (5E),Strategy|RPG|Indie|Turn-Based|Fantasy|Online Co-Op|Software|Utilities|Story Rich|Sandbox,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2017,
i_28934,Slash/Dots.,Action|Indie|Casual,Action|Casual|Indie,Single-player,NASPAPA GAMES,NASPAPA GAMES,2017,1 user reviews
i_28935,Crypt of the NecroDancer: AMPLIFIED OST - Chipzel,Action|RPG|Indie,Action|Indie|RPG,Single-player|Local Co-op|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Captions available|Steam Workshop|Steam Cloud|Steam Leaderboards|Includes level editor,Brace Yourself Games,,2017,1 user reviews
i_28936,Cliffstone Manor,Adventure|Simulation|VR,,Single-player|HTC Vive|Oculus Rift|Windows Mixed Reality|Tracked Motion Controllers|Standing|Room-Scale,,,-1,3 user reviews
i_28937,ZAMBI 2 KIL,Pixel Graphics|Zombies|Funny|Comedy|Memes|Walking Simulator|Indie|Casual|Satire|RPGMaker,Casual|Indie,Single-player|Partial Controller Support,BunchOD00dz,ArcaneRaise,2017,Mixed
i_28938,MOAR ZAMBIZ (ZAMBI 2 KIL DLC),Funny|Satire|Zombies|Pixel Graphics|Walking Simulator|Memes|Comedy|RPGMaker|Indie|Casual,Casual|Indie,Single-player|Downloadable Content|Partial Controller Support,BunchOD00dz,ArcaneRaise,2017,
i_28939,Chaos and the White Robot,Action|Indie|Casual|Gore|Violent|Nudity|Hand-drawn,Action|Casual|Indie,Single-player|Partial Controller Support,ILIN DMITRY IGOREVICH,ILIN DMITRY IGOREVICH,2017,5 user reviews
i_28940,sWORD MASTER,Action|Adventure|Casual|Spelling|Typing,Action|Adventure|Casual,Single-player|Steam Achievements,Studio 1983,Studio 1983,2017,2 user reviews
i_28941,ONLY A,Indie|Casual,Casual|Indie,Single-player,GE Games,GE Games,2017,
i_28942,Unsettled,Early Access|Adventure|Indie|Survival|Open World|Singleplayer|First-Person|Exploration|Atmospheric|Simulation|Based On A Novel|Action-Adventure|Short|Cute|Family Friendly|Walking Simulator|Action,Adventure|Indie|Early Access,Single-player|Steam Achievements|Captions available,Field of View CE,Field of View CE,2017,3 user reviews
i_28943,Jake's Love Story,Casual|Indie|Visual Novel|Anime|Memes|Comedy|Singleplayer|Cute|Multiple Endings|Family Friendly|Romance|Great Soundtrack|Dating Sim|Adventure|Funny|Choices Matter|Story Rich|First-Person|Short,Casual|Indie,Single-player|Steam Achievements|Partial Controller Support|Steam Cloud,Mikołaj Spychał,Mikołaj Spychał,2017,9 user reviews
i_28944,Zaccaria Pinball - Farfalla 2017 Table,Free to Play|Casual|Simulation|Sports,Casual|Free to Play|Simulation|Sports,Single-player|Online Multi-Player|Local Multi-Player|Shared/Split Screen|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Magic Pixel Kft.,,2017,1 user reviews
i_28945,Megaton: Total Destruction,Early Access|Action|Strategy,Action|Strategy|Early Access,Single-player|Partial Controller Support,TotalDistraction,TotalDistraction,2017,5 user reviews
i_28946,Rex: Another Island,Indie|Action|Dinosaurs|Platformer,Action|Indie,Single-player|Steam Achievements|Partial Controller Support|Steam Leaderboards,shysaursoft,Pixeljam,2017,Positive
i_28947,A Plot Story,Casual,Casual,Single-player,Shaman Games Studio,Shaman Games Studio,2017,1 user reviews
i_28948,Keyboard Killers,Casual|Action|Indie|Simulation|Pixel Graphics|Arcade|Great Soundtrack|Difficult|Space|Physics|Sci-fi|Atmospheric|Replay Value,Action|Casual|Indie|Simulation,Single-player|Steam Achievements|Steam Cloud,Heaven Brotherhood,Heaven Brotherhood,2017,Positive
i_28949,Wordlase - 2500 levels,Indie|Casual,Casual|Indie,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|Steam Cloud,DeXP,,2017,
i_28950,AER Memories of Old Soundtrack,Adventure|Indie|Casual,Adventure|Casual|Indie,Single-player|Downloadable Content,Forgotten Key,Daedalic Entertainment,2017,2 user reviews
i_28951,Chloe and Keith's Wedding,Movie,,Captions available,,,2011,
i_28952,Half-Life: C.A.G.E.D. - Executive Plunger,Action|Adventure,Action|Adventure,Single-player|Downloadable Content,"Future Games Select,Cayle George",,2017,Positive
i_28953,Curvy,Casual|Indie|Puzzle|Minimalist,Casual|Indie,Single-player|Steam Achievements,LoopGames,LoopGames,2017,Positive
i_28954,The market trader,Early Access|Strategy,Strategy|Early Access,Single-player,AB SOFT,AB SOFT,2017,1 user reviews
i_28955,Loading - Mathematics,Casual|Simulation,Casual|Simulation,Single-player|Downloadable Content|Steam Achievements|Full controller support,Striped Rocket,Striped Rocket,2017,
i_28956,Knife Club VR,Early Access|Action|Indie|First-Person|Multiplayer|VR,,Multi-player|Online Multi-Player|HTC Vive|Oculus Rift|Tracked Motion Controllers|Room-Scale,,,-1,Positive
i_28957,Labyrinthian,Adventure|Indie|Casual,Adventure|Casual|Indie,Single-player,Benjamin Scott,Lack of Luck Productions,2017,5 user reviews
i_28958,Simulator hipstera 2k17,Simulation|Casual|Adventure|Indie,Adventure|Casual|Indie|Simulation,Single-player|Steam Achievements,bch waves,bch waves,2017,Mixed
i_28959,SPACE ASTEROID SHOOTER 🌀 RETRO ACHIEVEMENT ODYSSEY,Action|Indie|Casual|Great Soundtrack|Bullet Hell|Arcade|Pixel Graphics|Space|Sci-fi|2D|Cartoony|Difficult|Singleplayer|Cartoon|Replay Value|Physics|Top-Down Shooter|Destruction|Fast-Paced|Colorful,Action|Casual|Indie,Single-player|Steam Achievements,DRUNKEN APES,DRUNKEN APES,2017,4 user reviews
i_28960,Landon,Early Access|Action|Adventure|RPG|Indie|Dark Humor|Dark Comedy,Action|Adventure|Indie|RPG|Early Access,Single-player|Partial Controller Support,Avekvist,Avekvist,2017,1 user reviews
i_28961,The Doorbreaker,Adventure|Action|Indie|Casual|RPG|RPGMaker,Action|Adventure|Casual|Indie|RPG,Single-player|Steam Achievements|Full controller support,Meepower,Meepower,2017,Mostly Positive
i_28962,The New California,Indie|Adventure|Action|RPGMaker|Story Rich,Action|Adventure|Indie,Single-player|Full controller support,Game e Arte,Game e Arte,2017,1 user reviews
i_28963,Golem Creation Kit Soundtrack,Indie|Casual,Casual|Indie,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards,Illuminated Games,AAD Productions,2017,
i_28964,Forest Guardian,Adventure|Indie|Casual|Simulation|Platformer|Magic,Adventure|Casual|Indie|Simulation,Single-player|Steam Achievements|Steam Trading Cards,Vyacheslav Shilikhin,Vyacheslav Shilikhin,2017,Mixed
i_28965,The Legendary Player - Make Your Reputation - OPEN BETA,Early Access|Action|Adventure|RPG|Indie|Strategy,Action|Adventure|Indie|RPG|Strategy|Early Access,Single-player|Steam Achievements,Ninetales Studios,Ninetales Studios,2019,3 user reviews
i_28966,Trivia Vault: Science & History Trivia 2,Strategy|Action|Indie|Casual|Simulation,Action|Casual|Indie|Simulation|Strategy,Single-player|Steam Achievements,Ripknot Systems,Ripknot Systems,2017,8 user reviews
i_28967,PEG,Casual|Indie|Strategy|Puzzle|Minimalist|Relaxing|2D|Atmospheric,Casual|Indie|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud,Arzola's,Arzola's,2017,Positive
i_28968,Monopolka,Early Access|Indie|Casual|Massively Multiplayer,Casual|Indie|Massively Multiplayer|Early Access,Multi-player,Koker_007,Koker_007,2017,3 user reviews
i_28969,Timension,Early Access|Adventure|Strategy,Adventure|Strategy|Early Access,Single-player|Steam Workshop,Team Full Sail,Team Full Sail,2017,Positive
i_28970,Pixel Traffic: Risky Bridge,Casual|Racing|Indie|Family Friendly|Arcade,Casual|Indie|Racing,Single-player|Steam Achievements|Steam Leaderboards,For Kids,For Kids,2017,Positive
i_28971,RideOp - Thrill Ride Simulator,Early Access|Casual|Simulation|Strategy,Casual|Simulation|Strategy|Early Access,Single-player|Steam Achievements,GuraShop,GuraShop,2017,Mixed
i_28972,Endless Fables 2: Frozen Path,Adventure|Casual|Hidden Object|Point & Click|Female Protagonist|Puzzle|2D|Singleplayer|Mythology|Indie|Atmospheric|Mystery|Fantasy|Great Soundtrack|Family Friendly|Story Rich|Horror,Adventure|Casual,Single-player|Steam Achievements|Steam Cloud,Sunward Games,Artifex Mundi,2017,Mostly Positive
i_28973,Pegasus Door,Action|VR,,Single-player|HTC Vive|Tracked Motion Controllers|Standing|Room-Scale,,,-1,
i_28974,Mustdashe,Early Access|Action|Indie,Action|Indie|Early Access,Single-player|Steam Achievements,Chris Germano,Pilone Consulting,2017,2 user reviews
i_28975,Dummy Life,Indie|Puzzle,Indie,Single-player,Flying Rain,Flying Rain,2017,3 user reviews
i_28976,Civil War: 1864,Strategy,Strategy,Single-player,HexWar Games,HexWar Games,2017,2 user reviews
i_28977,Freshly fried shrimps seemed hot additionally named noth,RPG|Indie|RPGMaker,Indie|RPG,Single-player|Full controller support,aomin-meiho,aomin-meiho studios,2017,1 user reviews
i_28978,MEMETYPER,Indie|Casual|Simulation|Memes,Casual|Indie|Simulation,Single-player|Steam Achievements|Steam Leaderboards,Yury Chadaev,Lab-mobil,2017,Mixed
i_28979,Crap Attack,Indie|Action|Casual|Adventure|Platformer|Pixel Graphics,Action|Adventure|Casual|Indie,Single-player|Partial Controller Support,Catom Games,Catom Games,2017,5 user reviews
i_28980,the Breath.,Indie|Casual|Simulation,Casual|Indie|Simulation,Single-player,bu2 sutdio,bu2 studio,2017,1 user reviews
i_28981,VirtuGO,Puzzle|Simulation|Strategy|Action|Indie|Casual|VR,,Single-player|Steam Achievements|Partial Controller Support|HTC Vive|Oculus Rift|Tracked Motion Controllers|Keyboard / Mouse|Seated|Standing,,,-1,2 user reviews
i_28982,Half-Life,FPS|Classic|Action|Sci-fi|Singleplayer|Shooter|Aliens|First-Person|Multiplayer|1990's|Story Rich|Adventure|Atmospheric|Silent Protagonist|Great Soundtrack|Moddable|Linear|Retro|Difficult|Funny,Action,Single-player|Multi-player|Valve Anti-Cheat enabled,Valve,Valve,1998,Overwhelmingly Positive
i_28983,Tomb Raider: Legend,Adventure|Action|Female Protagonist|Third Person|Puzzle|Lara Croft|Platformer|Singleplayer|Shooter|Action-Adventure|Third-Person Shooter|Controller,Action|Adventure,Single-player|Partial Controller Support,Crystal Dynamics,Square Enix,2006,Very Positive
i_28984,Dino D-Day,Dinosaurs|Action|Multiplayer|World War II|FPS|Indie|Shooter|First-Person|War|Comedy|Funny|Third Person|Alternate History|Survival|Co-op|Historical|Open World|PvP|Third-Person Shooter|Gore,Action|Indie,Multi-player|Steam Achievements|Steam Trading Cards|Steam Cloud|Valve Anti-Cheat enabled|Stats,800 North and Digital Ranch,800 North and Digital Ranch,2011,Very Positive
i_28985,MAGIX PC Check & Tuning 2018 Steam Edition,Utilities,Utilities,,MAGIX Software GmbH,MAGIX Software GmbH,2017,3 user reviews
i_28986,MAGIX Video deluxe 2018 Plus Steam Edition,Video Production,Video Production,,MAGIX Software GmbH,MAGIX Software GmbH,2017,4 user reviews
i_28987,Bees Knees,Action|Indie|Casual,Action|Casual|Indie,Single-player|Partial Controller Support,JimJamsGames,JimJamsGames,2017,
i_28988,FROG X BIRD,Action|Indie|Sports,Action|Indie|Sports,Local Multi-Player|Full controller support,ATTACK MOUNTAIN,ATTACK MOUNTAIN,2017,5 user reviews
i_28989,Deserving Life,Free to Play|Horror|VR,,Single-player|Steam Achievements|HTC Vive|Tracked Motion Controllers|Room-Scale,,,-1,Positive
i_28990,SOULS - Soundtrack,Adventure|Indie,Adventure|Indie,Single-player|Downloadable Content,Team Fork,Team Fork,2017,1 user reviews
i_28991,Supreme Ruler: The Great War DLC,Strategy|Indie|Simulation,Indie|Simulation|Strategy,Single-player|Multi-player|Downloadable Content|Steam Achievements|Steam Trading Cards|Steam Cloud,BattleGoat Studios,BattleGoat Studios,2017,3 user reviews
i_28992,Boratium Wars,Early Access|Action|Indie,Action|Indie|Early Access,Single-player|Steam Achievements|Full controller support|Steam Leaderboards,"Dataweb, Inc.","Dataweb, Inc.",2017,1 user reviews
i_28993,When It Hits the Fan - Original Soundtrack,Action|Indie,Action|Indie,Single-player|Multi-player|Local Multi-Player|Co-op|Local Co-op|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Cloud|Stats,Heartfelt Games LLC,,2017,
i_28994,Tyto Ecology - Cretaceous Mongolia,Strategy|Indie|Casual|Simulation|Dinosaurs,Casual|Indie|Simulation|Strategy,Single-player|Downloadable Content|Steam Achievements,Immersed Games,,2017,4 user reviews
i_28995,SCP: Secret Laboratory,Free to Play|Action|Horror|Multiplayer|Co-op|Sci-fi|Shooter|Indie|Survival Horror|FPS|First-Person|Strategy|Fantasy,Action|Free to Play,Online Multi-Player,Hubert Moszka,Hubert Moszka,2017,Mostly Positive
i_28996,QUBIC: Soundtrack,Indie|Casual|Music|Great Soundtrack,Casual|Indie,Single-player|Downloadable Content|Steam Trading Cards|Captions available|Steam Cloud,Kähm,Rock Path Collective,2017,
i_28997,Planet Bash,Early Access|Indie|Action|Space|Music|Funny|Destruction|Fast-Paced|Singleplayer|2D|Pixel Graphics|Comedy|Great Soundtrack,Action|Indie|Early Access,Single-player|Steam Achievements|Full controller support|Stats|Steam Leaderboards,Killerkun,Big Red Planet,2017,2 user reviews
i_28998,Gender Bender: Original Soundtrack,Action|Indie,Action|Indie,Multi-player|Downloadable Content,Rhino Dev,Rhino Dev,2017,
i_28999,The Hero Project: Redemption Season - The YouPower Project,Adventure|RPG|Indie,Adventure|Indie|RPG,Single-player|Downloadable Content|Steam Achievements|Captions available|Steam Cloud,Choice of Games,Choice of Games,2017,
i_29000,Jellyfish,Indie|Simulation|Casual|Action|Adventure|RPG|Atmospheric,Action|Adventure|Casual|Indie|RPG|Simulation,Single-player|Steam Achievements,PanGuoJun,PanGuoJun,2017,5 user reviews
i_29001,Nine Worlds - A Viking saga,Casual|Action|Indie|Adventure,Action|Adventure|Casual|Indie,Single-player|Steam Achievements|Partial Controller Support|Steam Leaderboards,Aperico Software,Aperico Software,2017,2 user reviews
i_29002,Microsoft Allegiance,Free to Play|Strategy|Simulation|Action|Space|Multiplayer|Team-Based,Action|Free to Play|Simulation|Strategy,Online Multi-Player|Steam Achievements|Partial Controller Support|Steam Leaderboards,Microsoft Game Studios,ZapHop Games,2017,Mostly Positive
i_29003,玄龙棋MysteriesDragonChess,Indie|Casual|Strategy,Casual|Indie|Strategy,Single-player,wei,wei,2017,
i_29004,岚零之风 - Wind Horizon,RPG|Adventure,Adventure|RPG,Single-player|Steam Achievements,RBIOKuriboh,RBIOKuriboh,2017,9 user reviews
i_29005,Derora,Early Access|Adventure|Indie|Casual|Racing|Action,,Single-player|Steam Leaderboards|HTC Vive|Oculus Rift|Tracked Motion Controllers|Standing|Room-Scale,,,-1,1 user reviews
i_29006,Druid's Tale: Crystal Cave,Simulation|Casual|Action|RPG|Indie,Action|Casual|Indie|RPG|Simulation,Single-player|Steam Achievements,Xenturion,Xenturion,2017,2 user reviews
i_29007,Beyond the Void,Early Access|Free to Play|Strategy|Indie|MOBA|Multiplayer|Space,Free to Play|Indie|Strategy|Early Access,Multi-player|Online Multi-Player,B2Expand,B2Expand,2017,Mostly Positive
i_29008,DungeonGOGO,Indie|Action|Platformer|2D|Difficult,Action|Indie,Single-player|Steam Achievements|Partial Controller Support,David Sof,David Sof,2017,1 user reviews
i_29009,Temple of Aluxes,Adventure|Indie|VR|Puzzle,,Single-player|HTC Vive|Tracked Motion Controllers|Room-Scale,,,-1,2 user reviews
i_29010,Adventure Golf VR,Action|Adventure|Casual|Sports|VR,,Single-player|HTC Vive|Oculus Rift|Tracked Motion Controllers|Standing,,,-1,4 user reviews
i_29011,Dice Tower Defense,Strategy|Casual|Indie|Tower Defense|Family Friendly,Casual|Indie|Strategy,Single-player|Steam Achievements,Educational Games,Educational Games,2017,Mostly Positive
i_29012,Wanderland: Armiger Pack,Adventure|Free to Play|Casual,Adventure|Casual|Free to Play,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|In-App Purchases|Steam Cloud,Artogon,Jetdogs Studios,2017,
i_29013,Wanderland: Collector Pack,Adventure|Free to Play|Casual,Adventure|Casual|Free to Play,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|In-App Purchases|Steam Cloud,Artogon,Jetdogs Studios,2017,
i_29014,Wanderland: Explorer Pack,Adventure|Free to Play|Casual,Adventure|Casual|Free to Play,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|In-App Purchases|Steam Cloud,Artogon,Jetdogs Studios,2017,
i_29015,Wanderland: Warrior Pack,Adventure|Free to Play|Casual,Adventure|Casual|Free to Play,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|In-App Purchases|Steam Cloud,Artogon,Jetdogs Studios,2017,
i_29016,Wanderland: Famous Adventurer Pack,Adventure|Free to Play|Casual,Adventure|Casual|Free to Play,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards|In-App Purchases|Steam Cloud,Artogon,Jetdogs Studios,2017,
i_29017,Teenage Mutant Ninja Turtles: Portal Power,Action|Arcade|Beat 'em up|Cartoon|Fighting,Action,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,Nickelodeon,Nickelodeon,2017,Mixed
i_29018,The Battle Of Mahjong,Casual,Casual,Single-player,KUSOne Studio Limited,West Dos (HK) LTD.,2017,3 user reviews
i_29019,DEVIL GUNS - DEMON BULLET HELL ARENA,Early Access|Action|Casual|Indie|Adventure|Horror|Singleplayer|First-Person|Arena Shooter|Cartoon|Atmospheric|Gore|Survival|Violent|Zombies|Colorful|Shooter|Illuminati|Difficult|Arcade,Action|Adventure|Casual|Indie|Early Access,Single-player|Steam Achievements,DRUNKEN APES,DRUNKEN APES,2017,Mostly Positive
i_29020,Achievement Hunter: Darkness 2,Action|Indie|Casual|Adventure,Action|Adventure|Casual|Indie,Single-player|Steam Achievements,putilin_industries,putilin_industries,2017,Mixed
i_29021,EVE: Valkyrie – Warzone Drifter Pack,Action,Action,Online Multi-Player|Cross-Platform Multiplayer|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards,CCP,CCP,2017,3 user reviews
i_29022,Immersive Poetry,Adventure|Indie|Casual,Adventure|Casual|Indie,Single-player|Steam Achievements|Captions available|Steam Cloud,Thalasse Games,Thalasse Games,2017,3 user reviews
i_29023,Half-Life: C.A.G.E.D. - Level Design Source Files,Action|Adventure|Free to Play,Action|Adventure|Free to Play,Single-player|Downloadable Content,"Future Games Select,Cayle George",,2017,8 user reviews
i_29024,Polygoneer: Original Soundtrack,Indie|Casual,Casual|Indie,Single-player|Downloadable Content|Steam Achievements|Full controller support|Steam Leaderboards,NukGames,NukGames,2017,
i_29025,Kingdom: The Far Reaches,RPG|Adventure|Indie,Adventure|Indie|RPG,Single-player,Interplay,Interplay,1995,
i_29026,Placement,Indie|Casual|Chess,Casual|Indie,Single-player|Steam Achievements|Steam Cloud,Albin Bernhardsson,Albin Bernhardsson,2017,3 user reviews
i_29027,Fantasy Grounds - Fifth Edition Options (5E),Strategy|RPG|Indie|Turn-Based|Online Co-Op|Software|Utilities,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2017,
i_29028,TangramsVR,Early Access|Casual|Indie|VR,,Single-player|HTC Vive|Oculus Rift|Tracked Motion Controllers|Seated|Standing|Room-Scale,,,-1,1 user reviews
i_29029,Fantasy Grounds - BASIC03: A Giving Time (5E),Strategy|RPG|Indie,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2017,
i_29030,Fantasy Grounds - BASIC04: A Miraculous Time (5E),Strategy|RPG|Indie,Indie|RPG|Strategy,Multi-player|Co-op|Cross-Platform Multiplayer|Downloadable Content,"SmiteWorks USA, LLC",,2017,
i_29031,Gunship Battle2 VR: Steam Edition,Simulation|Action|VR,,Single-player|Full controller support|HTC Vive|Oculus Rift|Gamepad|Seated,,,-1,8 user reviews
i_29032,Project: Snowblind,Action|FPS|Cyberpunk|Shooter,Action,Single-player|Multi-player,Crystal Dynamics,Square Enix,2005,Mostly Positive
i_29033,Hacker Evolution,Simulation|Hacking|Puzzle|Singleplayer,Simulation,Single-player|Steam Trading Cards,exosyphen studios,exosyphen studios,2010,Mixed
i_29034,Gurugedara,Massively Multiplayer|Free to Play|VR,,Online Multi-Player|Cross-Platform Multiplayer|Oculus Rift|Tracked Motion Controllers|Standing|Room-Scale,,,-1,4 user reviews
i_29035,Brinko,Adventure|Indie|Casual,Adventure|Casual|Indie,Single-player,Zain ul Hassan,Zain ul Hassan,2017,
i_29036,Supersonic Tank Cats,Early Access|Racing|Action|Indie,Action|Indie|Racing|Early Access,Single-player|Multi-player|Shared/Split Screen|Full controller support,Molegato,Molegato,2017,9 user reviews
i_29037,Hacker Evolution: Untold,Simulation|Indie|Hacking|Singleplayer|Puzzle,Indie|Simulation,Single-player|Steam Trading Cards,exosyphen studios,exosyphen studios,2010,Mixed
i_29038,The Escapists 2 - Season Pass,Simulation|Strategy|Indie,Indie|Simulation|Strategy,Single-player|Multi-player|Online Multi-Player|Local Multi-Player|Co-op|Online Co-op|Local Co-op|Shared/Split Screen|Downloadable Content|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards,"Team17 Digital Ltd,Mouldy Toof Studios",,2017,Positive
i_29039,Hacker Evolution Duality,Indie|Hacking|Simulation,Indie,Single-player|Steam Achievements|Stats|Steam Leaderboards,exosyphen studios,exosyphen studios,2011,Mostly Negative
i_29040,NGHTMN Soundtrecks,Adventure|Indie|Casual,Adventure|Casual|Indie,Single-player|Downloadable Content|Steam Achievements|Steam Trading Cards,DIGITAL MISTAKE,,2017,
i_29041,Askutron Quiz Show,Early Access|Casual|Controller|4 Player Local|Local Multiplayer|Multiplayer|Level Editor,Casual|Early Access,Single-player|Multi-player|Local Multi-Player|Shared/Split Screen|Steam Achievements|Full controller support|Steam Workshop|Steam Cloud|Includes level editor,Goldsaucer Ltd,Goldsaucer Ltd,2017,5 user reviews
i_29042,Legendary Mahjong,Indie|Casual,Casual|Indie,Single-player|Steam Achievements,IP Izmailov Vladimir Yurievich,IP Izmailov Vladimir Yurievich,2017,1 user reviews
i_29043,Dirty Bomb - Veterans Starter Pack,Action|Free to Play,Action|Free to Play,Multi-player|Downloadable Content|Steam Achievements|Steam Trading Cards,Splash Damage,Warchest Ltd.,2017,7 user reviews
i_29044,Dirty Bomb - Strikeforce Starter Pack,Action|Free to Play,Action|Free to Play,Multi-player|Downloadable Content|Steam Achievements|Steam Trading Cards,Splash Damage,Warchest Ltd.,2017,2 user reviews
i_29045,Dirty Bomb - Firestorm Starter Pack,Free to Play|Action,Action|Free to Play,Multi-player|Downloadable Content|Steam Achievements|Steam Trading Cards,Splash Damage,Warchest Ltd.,2017,Positive
